nroEj;ClaseImagen;ClaseInferida;Tiempo;Confianza;Correcto;;Metricas
8550 ; 13 ; 13 ; N/A ; 1.00;SI;;
8551 ; 21 ;  1 ; N/A ; 0.67;NO;;
8552 ; 34 ; 34 ; N/A ; 1.00;SI;;
8553 ;  3 ;  3 ; N/A ; 1.00;SI;;
8554 ; 13 ; 13 ; N/A ; 0.68;SI;;
8555 ; 20 ; 20 ; N/A ; 0.99;SI;;
8556 ; 22 ; 22 ; N/A ; 1.00;SI;;
8557 ; 18 ; 18 ; N/A ; 0.75;SI;;
8558 ;  3 ;  3 ; N/A ; 1.00;SI;;
8559 ; 24 ; 24 ; N/A ; 0.84;SI;;
8560 ;  3 ;  3 ; N/A ; 0.98;SI;;
8561 ; 17 ; 17 ; N/A ; 0.96;SI;;
8562 ; 16 ; 16 ; N/A ; 0.99;SI;;
8563 ; 11 ; 11 ; N/A ; 0.99;SI;;
8564 ; 12 ; 12 ; N/A ; 1.00;SI;;
8565 ; 13 ; 13 ; N/A ; 1.00;SI;;
8566 ; 18 ; 29 ; N/A ; 0.66;NO;;
8567 ;  0 ;  0 ; N/A ; 0.56;SI;;
8568 ; 12 ;  6 ; N/A ; 0.54;NO;;
8569 ;  7 ;  7 ; N/A ; 0.99;SI;;
8570 ; 28 ; 28 ; N/A ; 1.00;SI;;
8571 ;  4 ;  4 ; N/A ; 1.00;SI;;
8572 ; 25 ; 25 ; N/A ; 0.97;SI;;
8573 ; 32 ; 32 ; N/A ; 1.00;SI;;
8574 ;  9 ;  9 ; N/A ; 0.81;SI;;
8575 ;  7 ;  7 ; N/A ; 1.00;SI;;
8576 ; 26 ; 26 ; N/A ; 0.55;SI;;
8577 ; 30 ; 30 ; N/A ; 1.00;SI;;
8578 ; 10 ; 10 ; N/A ; 0.82;SI;;
8579 ; 33 ; 33 ; N/A ; 1.00;SI;;
8580 ; 16 ; 16 ; N/A ; 0.32;SI;;
8581 ; 34 ; 34 ; N/A ; 1.00;SI;;
8582 ;  1 ;  1 ; N/A ; 0.68;SI;;
8583 ; 10 ; 10 ; N/A ; 0.99;SI;;
8584 ;  8 ;  8 ; N/A ; 1.00;SI;;
8585 ;  5 ;  5 ; N/A ; 0.84;SI;;
8586 ; 34 ; 34 ; N/A ; 1.00;SI;;
8587 ; 24 ; 24 ; N/A ; 0.67;SI;;
8588 ; 29 ; 29 ; N/A ; 1.00;SI;;
8589 ; 14 ; 14 ; N/A ; 0.99;SI;;
8590 ; 10 ; 10 ; N/A ; 0.97;SI;;
8591 ; 16 ; 16 ; N/A ; 0.98;SI;;
8592 ; 19 ; 19 ; N/A ; 0.99;SI;;
8593 ; 18 ;  1 ; N/A ; 0.50;NO;;
8594 ;  5 ;  5 ; N/A ; 1.00;SI;;
8595 ;  2 ;  2 ; N/A ; 0.54;SI;;
8596 ; 28 ; 28 ; N/A ; 0.98;SI;;
8597 ;  8 ;  8 ; N/A ; 1.00;SI;;
8598 ; 33 ; 33 ; N/A ; 0.68;SI;;
8599 ; 18 ; 18 ; N/A ; 0.99;SI;;
8600 ;  5 ;  5 ; N/A ; 0.92;SI;;
8601 ; 16 ; 16 ; N/A ; 1.00;SI;;
8602 ; 34 ;  4 ; N/A ; 0.47;NO;;
8603 ;  9 ;  9 ; N/A ; 0.99;SI;;
8604 ; 23 ; 23 ; N/A ; 0.82;SI;;
8605 ; 10 ; 25 ; N/A ; 0.83;NO;;
8606 ; 26 ; 26 ; N/A ; 1.00;SI;;
8607 ; 17 ; 17 ; N/A ; 1.00;SI;;
8608 ; 27 ; 27 ; N/A ; 0.52;SI;;
8609 ; 30 ; 30 ; N/A ; 0.71;SI;;
8610 ;  5 ;  5 ; N/A ; 1.00;SI;;
8611 ;  5 ;  5 ; N/A ; 0.97;SI;;
8612 ; 14 ; 14 ; N/A ; 1.00;SI;;
8613 ; 10 ; 16 ; N/A ; 0.68;NO;;
8614 ; 16 ; 16 ; N/A ; 1.00;SI;;
8615 ; 12 ; 21 ; N/A ; 0.53;NO;;
8616 ; 26 ; 26 ; N/A ; 1.00;SI;;
8617 ; 35 ; 35 ; N/A ; 0.87;SI;;
8618 ; 17 ; 17 ; N/A ; 0.95;SI;;
8619 ; 10 ; 10 ; N/A ; 1.00;SI;;
8620 ; 17 ; 17 ; N/A ; 1.00;SI;;
8621 ;  1 ;  1 ; N/A ; 0.43;SI;;
8622 ;  3 ;  3 ; N/A ; 0.99;SI;;
8623 ; 10 ; 10 ; N/A ; 0.99;SI;;
8624 ; 15 ; 21 ; N/A ; 0.27;NO;;
8625 ;  0 ;  0 ; N/A ; 0.54;SI;;
8626 ; 12 ; 12 ; N/A ; 1.00;SI;;
8627 ; 20 ; 20 ; N/A ; 0.96;SI;;
8628 ;  7 ;  7 ; N/A ; 1.00;SI;;
8629 ; 13 ; 13 ; N/A ; 0.98;SI;;
8630 ; 29 ; 29 ; N/A ; 1.00;SI;;
8631 ; 12 ; 12 ; N/A ; 1.00;SI;;
8632 ;  6 ;  6 ; N/A ; 0.67;SI;;
8633 ; 28 ; 28 ; N/A ; 0.99;SI;;
8634 ; 10 ; 17 ; N/A ; 0.41;NO;;
8635 ;  5 ; 28 ; N/A ; 0.94;NO;;
8636 ; 15 ; 25 ; N/A ; 0.51;NO;;
8637 ; 26 ; 26 ; N/A ; 0.99;SI;;
8638 ; 10 ; 10 ; N/A ; 0.99;SI;;
8639 ;  8 ;  8 ; N/A ; 0.96;SI;;
8640 ; 14 ; 14 ; N/A ; 1.00;SI;;
8641 ;  0 ;  0 ; N/A ; 0.61;SI;;
8642 ; 14 ; 14 ; N/A ; 0.37;SI;;
8643 ; 16 ; 16 ; N/A ; 0.99;SI;;
8644 ; 17 ; 17 ; N/A ; 0.57;SI;;
8645 ; 14 ; 14 ; N/A ; 1.00;SI;;
8646 ; 27 ; 27 ; N/A ; 0.97;SI;;
8647 ; 10 ; 10 ; N/A ; 1.00;SI;;
8648 ; 33 ; 33 ; N/A ; 1.00;SI;;
8649 ; 33 ; 33 ; N/A ; 0.95;SI;;
8650 ; 13 ; 13 ; N/A ; 0.60;SI;;
8651 ; 23 ; 23 ; N/A ; 0.76;SI;;
8652 ; 35 ; 35 ; N/A ; 0.79;SI;;
8653 ; 35 ; 35 ; N/A ; 0.99;SI;;
8654 ; 26 ; 26 ; N/A ; 1.00;SI;;
8655 ;  3 ;  3 ; N/A ; 0.99;SI;;
8656 ; 21 ;  1 ; N/A ; 0.70;NO;;
8657 ; 30 ; 30 ; N/A ; 1.00;SI;;
8658 ;  4 ;  4 ; N/A ; 1.00;SI;;
8659 ;  4 ;  4 ; N/A ; 1.00;SI;;
8660 ; 35 ;  2 ; N/A ; 0.69;NO;;
8661 ; 14 ; 14 ; N/A ; 1.00;SI;;
8662 ; 20 ; 20 ; N/A ; 0.94;SI;;
8663 ; 15 ; 15 ; N/A ; 1.00;SI;;
8664 ; 33 ; 33 ; N/A ; 0.39;SI;;
8665 ;  6 ;  6 ; N/A ; 0.99;SI;;
8666 ;  1 ; 18 ; N/A ; 0.41;NO;;
8667 ; 22 ;  4 ; N/A ; 0.73;NO;;
8668 ;  7 ;  7 ; N/A ; 0.99;SI;;
8669 ;  4 ;  4 ; N/A ; 0.88;SI;;
8670 ; 14 ; 14 ; N/A ; 1.00;SI;;
8671 ; 33 ; 33 ; N/A ; 1.00;SI;;
8672 ; 19 ; 19 ; N/A ; 0.98;SI;;
8673 ; 10 ; 10 ; N/A ; 1.00;SI;;
8674 ; 30 ; 30 ; N/A ; 0.85;SI;;
8675 ; 13 ; 13 ; N/A ; 1.00;SI;;
8676 ;  5 ;  5 ; N/A ; 0.99;SI;;
8677 ; 30 ; 30 ; N/A ; 0.99;SI;;
8678 ;  7 ;  7 ; N/A ; 0.99;SI;;
8679 ; 26 ; 26 ; N/A ; 1.00;SI;;
8680 ;  7 ;  7 ; N/A ; 0.88;SI;;
8681 ; 26 ; 26 ; N/A ; 0.87;SI;;
8682 ; 22 ; 22 ; N/A ; 1.00;SI;;
8683 ; 23 ; 23 ; N/A ; 0.84;SI;;
8684 ; 34 ; 34 ; N/A ; 0.99;SI;;
8685 ; 30 ; 30 ; N/A ; 1.00;SI;;
8686 ; 13 ; 13 ; N/A ; 0.99;SI;;
8687 ;  1 ;  1 ; N/A ; 0.50;SI;;
8688 ;  4 ; 17 ; N/A ; 0.67;NO;;
8689 ; 15 ; 15 ; N/A ; 0.95;SI;;
8690 ; 22 ; 22 ; N/A ; 1.00;SI;;
8691 ; 24 ; 24 ; N/A ; 0.85;SI;;
8692 ; 11 ; 11 ; N/A ; 0.66;SI;;
8693 ;  7 ;  7 ; N/A ; 1.00;SI;;
8694 ; 10 ; 10 ; N/A ; 1.00;SI;;
8695 ; 32 ; 32 ; N/A ; 1.00;SI;;
8696 ; 29 ; 29 ; N/A ; 0.99;SI;;
8697 ; 33 ; 33 ; N/A ; 1.00;SI;;
8698 ; 25 ; 25 ; N/A ; 1.00;SI;;
8699 ;  3 ;  3 ; N/A ; 1.00;SI;;
8700 ; 24 ; 24 ; N/A ; 0.84;SI;;
8701 ; 35 ; 35 ; N/A ; 0.99;SI;;
8702 ; 14 ; 14 ; N/A ; 0.99;SI;;
8703 ; 15 ; 15 ; N/A ; 0.69;SI;;
8704 ; 30 ; 30 ; N/A ; 0.97;SI;;
8705 ; 16 ; 16 ; N/A ; 1.00;SI;;
8706 ; 31 ; 31 ; N/A ; 1.00;SI;;
8707 ; 18 ;  1 ; N/A ; 0.50;NO;;
8708 ; 16 ; 16 ; N/A ; 1.00;SI;;
8709 ;  7 ;  7 ; N/A ; 1.00;SI;;
8710 ; 24 ; 24 ; N/A ; 0.77;SI;;
8711 ; 15 ; 15 ; N/A ; 0.99;SI;;
8712 ; 31 ; 31 ; N/A ; 0.99;SI;;
8713 ; 18 ;  1 ; N/A ; 0.47;NO;;
8714 ; 22 ; 22 ; N/A ; 0.99;SI;;
8715 ; 27 ; 27 ; N/A ; 1.00;SI;;
8716 ; 23 ; 23 ; N/A ; 0.99;SI;;
8717 ; 29 ; 29 ; N/A ; 1.00;SI;;
8718 ;  3 ;  3 ; N/A ; 1.00;SI;;
8719 ; 35 ; 35 ; N/A ; 0.79;SI;;
8720 ; 16 ; 16 ; N/A ; 1.00;SI;;
8721 ; 31 ; 31 ; N/A ; 1.00;SI;;
8722 ;  5 ;  5 ; N/A ; 0.81;SI;;
8723 ;  7 ;  7 ; N/A ; 1.00;SI;;
8724 ;  5 ;  5 ; N/A ; 0.96;SI;;
8725 ;  1 ;  1 ; N/A ; 0.49;SI;;
8726 ; 26 ; 26 ; N/A ; 0.93;SI;;
8727 ; 21 ; 18 ; N/A ; 0.40;NO;;
8728 ; 34 ; 34 ; N/A ; 1.00;SI;;
8729 ; 35 ; 35 ; N/A ; 0.99;SI;;
8730 ; 29 ; 29 ; N/A ; 1.00;SI;;
8731 ; 31 ; 31 ; N/A ; 0.99;SI;;
8732 ; 32 ; 32 ; N/A ; 0.95;SI;;
8733 ;  9 ;  9 ; N/A ; 1.00;SI;;
8734 ; 26 ; 26 ; N/A ; 1.00;SI;;
8735 ; 10 ; 10 ; N/A ; 0.88;SI;;
8736 ;  9 ;  9 ; N/A ; 0.93;SI;;
8737 ; 26 ; 26 ; N/A ; 1.00;SI;;
8738 ; 34 ; 34 ; N/A ; 0.96;SI;;
8739 ;  3 ;  3 ; N/A ; 0.99;SI;;
8740 ; 24 ; 24 ; N/A ; 0.86;SI;;
8741 ;  7 ;  7 ; N/A ; 1.00;SI;;
8742 ; 29 ; 29 ; N/A ; 1.00;SI;;
8743 ;  8 ;  8 ; N/A ; 0.99;SI;;
8744 ; 14 ; 14 ; N/A ; 0.98;SI;;
8745 ;  8 ;  8 ; N/A ; 1.00;SI;;
8746 ;  5 ;  5 ; N/A ; 0.89;SI;;
8747 ; 22 ; 22 ; N/A ; 1.00;SI;;
8748 ;  6 ;  6 ; N/A ; 1.00;SI;;
8749 ; 30 ; 31 ; N/A ; 0.49;NO;;
8750 ; 34 ; 34 ; N/A ; 0.81;SI;;
8751 ;  0 ; 24 ; N/A ; 0.48;NO;;
8752 ;  7 ;  7 ; N/A ; 0.98;SI;;
8753 ; 16 ; 16 ; N/A ; 0.96;SI;;
8754 ; 14 ; 14 ; N/A ; 0.99;SI;;
8755 ; 33 ; 33 ; N/A ; 0.99;SI;;
8756 ;  4 ;  4 ; N/A ; 0.93;SI;;
8757 ; 31 ; 31 ; N/A ; 0.83;SI;;
8758 ; 30 ; 30 ; N/A ; 1.00;SI;;
8759 ; 17 ; 17 ; N/A ; 0.99;SI;;
8760 ;  2 ;  2 ; N/A ; 1.00;SI;;
8761 ; 23 ; 23 ; N/A ; 1.00;SI;;
8762 ;  3 ;  3 ; N/A ; 1.00;SI;;
8763 ; 11 ; 11 ; N/A ; 0.92;SI;;
8764 ; 28 ; 28 ; N/A ; 1.00;SI;;
8765 ; 26 ; 26 ; N/A ; 1.00;SI;;
8766 ; 26 ; 26 ; N/A ; 1.00;SI;;
8767 ; 31 ; 31 ; N/A ; 0.98;SI;;
8768 ; 35 ; 35 ; N/A ; 0.98;SI;;
8769 ;  9 ;  9 ; N/A ; 0.97;SI;;
8770 ;  4 ; 30 ; N/A ; 0.49;NO;;
8771 ; 22 ; 22 ; N/A ; 1.00;SI;;
8772 ; 25 ; 25 ; N/A ; 1.00;SI;;
8773 ;  0 ;  0 ; N/A ; 0.68;SI;;
8774 ; 12 ; 12 ; N/A ; 1.00;SI;;
8775 ;  9 ;  9 ; N/A ; 1.00;SI;;
8776 ;  0 ;  0 ; N/A ; 0.62;SI;;
8777 ; 25 ; 25 ; N/A ; 0.98;SI;;
8778 ; 29 ; 29 ; N/A ; 1.00;SI;;
8779 ;  3 ;  3 ; N/A ; 0.99;SI;;
8780 ; 21 ; 18 ; N/A ; 0.53;NO;;
8781 ;  7 ;  7 ; N/A ; 0.75;SI;;
8782 ; 28 ; 28 ; N/A ; 0.82;SI;;
8783 ; 23 ; 23 ; N/A ; 1.00;SI;;
8784 ; 22 ; 22 ; N/A ; 0.99;SI;;
8785 ; 31 ; 31 ; N/A ; 0.99;SI;;
8786 ;  7 ;  7 ; N/A ; 1.00;SI;;
8787 ; 14 ; 14 ; N/A ; 0.55;SI;;
8788 ; 24 ; 24 ; N/A ; 0.73;SI;;
8789 ; 21 ; 21 ; N/A ; 1.00;SI;;
8790 ;  6 ;  6 ; N/A ; 1.00;SI;;
8791 ; 22 ; 22 ; N/A ; 0.75;SI;;
8792 ; 18 ; 18 ; N/A ; 0.89;SI;;
8793 ; 18 ; 18 ; N/A ; 0.77;SI;;
8794 ; 14 ; 14 ; N/A ; 1.00;SI;;
8795 ;  8 ;  8 ; N/A ; 1.00;SI;;
8796 ; 22 ; 22 ; N/A ; 0.88;SI;;
8797 ;  7 ;  7 ; N/A ; 0.99;SI;;
8798 ; 28 ; 28 ; N/A ; 0.99;SI;;
8799 ; 23 ; 23 ; N/A ; 1.00;SI;;
8800 ; 13 ; 13 ; N/A ; 0.96;SI;;
8801 ; 20 ; 20 ; N/A ; 1.00;SI;;
8802 ; 35 ; 35 ; N/A ; 0.87;SI;;
8803 ; 25 ; 25 ; N/A ; 0.99;SI;;
8804 ; 24 ; 24 ; N/A ; 0.60;SI;;
8805 ; 17 ; 17 ; N/A ; 1.00;SI;;
8806 ;  5 ;  5 ; N/A ; 1.00;SI;;
8807 ; 24 ; 24 ; N/A ; 0.67;SI;;
8808 ; 30 ; 30 ; N/A ; 0.96;SI;;
8809 ;  9 ;  9 ; N/A ; 1.00;SI;;
8810 ;  1 ;  1 ; N/A ; 0.72;SI;;
8811 ;  3 ;  3 ; N/A ; 1.00;SI;;
8812 ; 29 ; 29 ; N/A ; 1.00;SI;;
8813 ;  9 ;  9 ; N/A ; 0.94;SI;;
8814 ; 21 ;  1 ; N/A ; 0.38;NO;;
8815 ;  7 ;  7 ; N/A ; 1.00;SI;;
8816 ; 22 ; 22 ; N/A ; 0.97;SI;;
8817 ;  8 ;  8 ; N/A ; 0.93;SI;;
8818 ;  8 ;  8 ; N/A ; 0.68;SI;;
8819 ; 24 ; 24 ; N/A ; 0.68;SI;;
8820 ; 14 ; 14 ; N/A ; 1.00;SI;;
8821 ; 28 ; 28 ; N/A ; 0.74;SI;;
8822 ; 12 ; 12 ; N/A ; 0.97;SI;;
8823 ; 26 ; 26 ; N/A ; 1.00;SI;;
8824 ;  7 ;  7 ; N/A ; 0.97;SI;;
8825 ; 14 ; 14 ; N/A ; 0.99;SI;;
8826 ; 32 ; 32 ; N/A ; 0.94;SI;;
8827 ;  7 ;  7 ; N/A ; 1.00;SI;;
8828 ;  4 ;  4 ; N/A ; 1.00;SI;;
8829 ; 10 ; 10 ; N/A ; 1.00;SI;;
8830 ; 27 ; 27 ; N/A ; 1.00;SI;;
8831 ; 19 ; 19 ; N/A ; 0.59;SI;;
8832 ;  6 ;  6 ; N/A ; 1.00;SI;;
8833 ; 35 ; 35 ; N/A ; 0.51;SI;;
8834 ; 13 ; 13 ; N/A ; 1.00;SI;;
8835 ; 11 ; 11 ; N/A ; 0.83;SI;;
8836 ;  5 ;  5 ; N/A ; 0.97;SI;;
8837 ; 32 ; 32 ; N/A ; 1.00;SI;;
8838 ; 35 ;  2 ; N/A ; 0.77;NO;;
8839 ; 28 ; 28 ; N/A ; 1.00;SI;;
8840 ; 16 ; 16 ; N/A ; 1.00;SI;;
8841 ; 14 ; 14 ; N/A ; 0.99;SI;;
8842 ; 34 ; 34 ; N/A ; 0.97;SI;;
8843 ; 17 ; 17 ; N/A ; 0.94;SI;;
8844 ; 28 ;  5 ; N/A ; 0.60;NO;;
8845 ; 27 ; 10 ; N/A ; 0.87;NO;;
8846 ; 16 ; 16 ; N/A ; 0.88;SI;;
8847 ;  1 ;  1 ; N/A ; 0.60;SI;;
8848 ;  3 ;  3 ; N/A ; 1.00;SI;;
8849 ; 26 ; 26 ; N/A ; 0.98;SI;;
8850 ; 22 ; 22 ; N/A ; 1.00;SI;;
8851 ; 29 ; 29 ; N/A ; 1.00;SI;;
8852 ; 16 ; 16 ; N/A ; 1.00;SI;;
8853 ; 21 ; 21 ; N/A ; 0.98;SI;;
8854 ; 13 ; 13 ; N/A ; 1.00;SI;;
8855 ; 19 ; 19 ; N/A ; 0.49;SI;;
8856 ; 20 ; 20 ; N/A ; 0.96;SI;;
8857 ; 14 ; 16 ; N/A ; 0.94;NO;;
8858 ;  5 ;  5 ; N/A ; 0.95;SI;;
8859 ; 11 ; 11 ; N/A ; 0.94;SI;;
8860 ;  9 ;  9 ; N/A ; 1.00;SI;;
8861 ; 27 ; 27 ; N/A ; 1.00;SI;;
8862 ; 18 ;  1 ; N/A ; 0.73;NO;;
8863 ; 27 ; 27 ; N/A ; 1.00;SI;;
8864 ; 25 ; 25 ; N/A ; 0.98;SI;;
8865 ; 16 ; 16 ; N/A ; 0.97;SI;;
8866 ; 35 ; 35 ; N/A ; 0.89;SI;;
8867 ; 18 ; 18 ; N/A ; 0.96;SI;;
8868 ;  0 ; 24 ; N/A ; 0.64;NO;;
8869 ;  2 ;  2 ; N/A ; 0.97;SI;;
8870 ;  0 ; 24 ; N/A ; 0.62;NO;;
8871 ;  7 ;  7 ; N/A ; 1.00;SI;;
8872 ; 34 ; 34 ; N/A ; 0.99;SI;;
8873 ; 19 ; 19 ; N/A ; 0.61;SI;;
8874 ; 11 ;  8 ; N/A ; 0.94;NO;;
8875 ; 35 ; 35 ; N/A ; 0.99;SI;;
8876 ;  4 ;  4 ; N/A ; 0.97;SI;;
8877 ;  2 ;  2 ; N/A ; 0.77;SI;;
8878 ; 22 ; 22 ; N/A ; 1.00;SI;;
8879 ;  9 ;  9 ; N/A ; 1.00;SI;;
8880 ; 17 ; 17 ; N/A ; 0.99;SI;;
8881 ; 31 ; 31 ; N/A ; 0.96;SI;;
8882 ; 21 ; 21 ; N/A ; 0.49;SI;;
8883 ;  0 ;  0 ; N/A ; 0.63;SI;;
8884 ; 16 ; 16 ; N/A ; 1.00;SI;;
8885 ; 28 ;  5 ; N/A ; 0.53;NO;;
8886 ; 27 ; 27 ; N/A ; 0.59;SI;;
8887 ; 33 ; 33 ; N/A ; 1.00;SI;;
8888 ;  9 ;  9 ; N/A ; 1.00;SI;;
8889 ; 34 ; 34 ; N/A ; 0.95;SI;;
8890 ;  5 ; 28 ; N/A ; 0.89;NO;;
8891 ; 33 ; 33 ; N/A ; 0.91;SI;;
8892 ;  2 ;  2 ; N/A ; 0.97;SI;;
8893 ; 13 ; 13 ; N/A ; 1.00;SI;;
8894 ; 26 ; 26 ; N/A ; 0.97;SI;;
8895 ; 11 ; 11 ; N/A ; 1.00;SI;;
8896 ;  2 ;  2 ; N/A ; 1.00;SI;;
8897 ; 21 ;  1 ; N/A ; 0.66;NO;;
8898 ; 21 ; 21 ; N/A ; 0.48;SI;;
8899 ; 15 ; 15 ; N/A ; 1.00;SI;;
8900 ; 14 ; 14 ; N/A ; 0.97;SI;;
8901 ; 34 ; 34 ; N/A ; 0.93;SI;;
8902 ; 11 ; 11 ; N/A ; 0.65;SI;;
8903 ; 27 ; 27 ; N/A ; 0.99;SI;;
8904 ; 32 ; 32 ; N/A ; 1.00;SI;;
8905 ;  5 ; 28 ; N/A ; 0.47;NO;;
8906 ; 30 ; 30 ; N/A ; 0.99;SI;;
8907 ; 14 ; 14 ; N/A ; 0.86;SI;;
8908 ; 24 ; 24 ; N/A ; 0.49;SI;;
8909 ;  7 ;  7 ; N/A ; 0.97;SI;;
8910 ; 33 ; 33 ; N/A ; 1.00;SI;;
8911 ; 23 ; 23 ; N/A ; 0.98;SI;;
8912 ;  1 ; 19 ; N/A ; 0.56;NO;;
8913 ;  9 ;  9 ; N/A ; 1.00;SI;;
8914 ; 13 ; 24 ; N/A ; 0.47;NO;;
8915 ; 32 ; 32 ; N/A ; 0.99;SI;;
8916 ;  3 ;  3 ; N/A ; 1.00;SI;;
8917 ;  3 ;  3 ; N/A ; 1.00;SI;;
8918 ; 15 ; 15 ; N/A ; 0.99;SI;;
8919 ; 24 ; 24 ; N/A ; 0.66;SI;;
8920 ; 32 ; 32 ; N/A ; 0.97;SI;;
8921 ;  2 ;  2 ; N/A ; 0.75;SI;;
8922 ; 34 ; 34 ; N/A ; 0.60;SI;;
8923 ; 18 ;  1 ; N/A ; 0.51;NO;;
8924 ; 21 ; 18 ; N/A ; 0.51;NO;;
8925 ; 14 ; 14 ; N/A ; 1.00;SI;;
8926 ; 26 ; 26 ; N/A ; 0.96;SI;;
8927 ; 21 ; 21 ; N/A ; 0.88;SI;;
8928 ; 17 ; 17 ; N/A ; 1.00;SI;;
8929 ;  9 ;  9 ; N/A ; 0.99;SI;;
8930 ;  9 ;  9 ; N/A ; 1.00;SI;;
8931 ; 28 ; 28 ; N/A ; 0.99;SI;;
8932 ; 27 ; 27 ; N/A ; 0.89;SI;;
8933 ; 15 ; 15 ; N/A ; 0.92;SI;;
8934 ; 10 ; 10 ; N/A ; 1.00;SI;;
8935 ; 35 ;  2 ; N/A ; 0.74;NO;;
8936 ; 17 ; 17 ; N/A ; 1.00;SI;;
8937 ; 14 ; 14 ; N/A ; 0.56;SI;;
8938 ; 32 ; 32 ; N/A ; 1.00;SI;;
8939 ;  9 ;  9 ; N/A ; 1.00;SI;;
8940 ; 27 ; 20 ; N/A ; 0.55;NO;;
8941 ; 24 ; 24 ; N/A ; 0.76;SI;;
8942 ; 21 ;  1 ; N/A ; 0.74;NO;;
8943 ; 21 ;  1 ; N/A ; 0.44;NO;;
8944 ; 14 ; 14 ; N/A ; 1.00;SI;;
8945 ; 10 ; 10 ; N/A ; 0.96;SI;;
8946 ; 35 ; 35 ; N/A ; 0.82;SI;;
8947 ; 20 ; 20 ; N/A ; 1.00;SI;;
8948 ; 12 ; 26 ; N/A ; 0.71;NO;;
8949 ; 15 ; 15 ; N/A ; 0.98;SI;;
8950 ; 17 ; 17 ; N/A ; 0.99;SI;;
8951 ; 31 ; 31 ; N/A ; 0.98;SI;;
8952 ; 34 ; 34 ; N/A ; 0.99;SI;;
8953 ;  2 ;  2 ; N/A ; 0.90;SI;;
8954 ; 24 ;  0 ; N/A ; 0.59;NO;;
8955 ; 15 ; 15 ; N/A ; 0.83;SI;;
8956 ; 21 ; 18 ; N/A ; 0.53;NO;;
8957 ;  9 ;  9 ; N/A ; 1.00;SI;;
8958 ; 30 ; 30 ; N/A ; 0.81;SI;;
8959 ; 24 ;  0 ; N/A ; 0.64;NO;;
8960 ; 27 ; 27 ; N/A ; 0.92;SI;;
8961 ;  0 ; 24 ; N/A ; 0.64;NO;;
8962 ;  8 ;  8 ; N/A ; 1.00;SI;;
8963 ; 28 ; 28 ; N/A ; 0.87;SI;;
8964 ;  4 ;  4 ; N/A ; 0.99;SI;;
8965 ;  3 ;  3 ; N/A ; 1.00;SI;;
8966 ; 15 ;  8 ; N/A ; 0.81;NO;;
8967 ;  0 ;  0 ; N/A ; 0.50;SI;;
8968 ;  3 ;  3 ; N/A ; 0.89;SI;;
8969 ; 32 ; 32 ; N/A ; 1.00;SI;;
8970 ; 30 ; 30 ; N/A ; 0.85;SI;;
8971 ; 35 ; 35 ; N/A ; 0.96;SI;;
8972 ; 11 ; 11 ; N/A ; 0.79;SI;;
8973 ; 20 ; 20 ; N/A ; 1.00;SI;;
8974 ;  0 ; 24 ; N/A ; 0.56;NO;;
8975 ; 33 ; 33 ; N/A ; 1.00;SI;;
8976 ; 17 ; 17 ; N/A ; 0.97;SI;;
8977 ; 26 ; 26 ; N/A ; 1.00;SI;;
8978 ; 28 ; 28 ; N/A ; 0.99;SI;;
8979 ; 35 ; 35 ; N/A ; 0.95;SI;;
8980 ; 10 ; 10 ; N/A ; 1.00;SI;;
8981 ; 11 ; 11 ; N/A ; 1.00;SI;;
8982 ; 10 ; 10 ; N/A ; 0.99;SI;;
8983 ; 15 ; 15 ; N/A ; 0.72;SI;;
8984 ; 22 ; 22 ; N/A ; 0.60;SI;;
8985 ;  3 ;  3 ; N/A ; 1.00;SI;;
8986 ;  0 ;  0 ; N/A ; 0.80;SI;;
8987 ; 19 ; 19 ; N/A ; 1.00;SI;;
8988 ; 30 ; 30 ; N/A ; 0.97;SI;;
8989 ; 28 ; 28 ; N/A ; 0.99;SI;;
8990 ;  4 ;  4 ; N/A ; 0.95;SI;;
8991 ;  3 ;  3 ; N/A ; 1.00;SI;;
8992 ; 20 ; 20 ; N/A ; 0.97;SI;;
8993 ; 14 ; 14 ; N/A ; 1.00;SI;;
8994 ; 19 ; 19 ; N/A ; 0.91;SI;;
8995 ; 22 ; 22 ; N/A ; 1.00;SI;;
8996 ; 19 ; 19 ; N/A ; 1.00;SI;;
8997 ; 31 ; 31 ; N/A ; 0.97;SI;;
8998 ; 35 ; 35 ; N/A ; 0.98;SI;;
8999 ; 14 ; 14 ; N/A ; 1.00;SI;;
9000 ; 14 ; 14 ; N/A ; 0.98;SI;;
9001 ; 33 ; 33 ; N/A ; 1.00;SI;;
9002 ; 15 ; 25 ; N/A ; 0.88;NO;;
9003 ; 17 ; 17 ; N/A ; 0.61;SI;;
9004 ;  7 ;  7 ; N/A ; 1.00;SI;;
9005 ; 19 ; 18 ; N/A ; 0.82;NO;;
9006 ; 11 ; 11 ; N/A ; 0.92;SI;;
9007 ; 26 ; 26 ; N/A ; 1.00;SI;;
9008 ; 33 ; 33 ; N/A ; 0.99;SI;;
9009 ; 12 ; 12 ; N/A ; 0.99;SI;;
9010 ;  2 ;  2 ; N/A ; 1.00;SI;;
9011 ;  8 ;  8 ; N/A ; 0.99;SI;;
9012 ; 22 ; 22 ; N/A ; 1.00;SI;;
9013 ; 26 ; 26 ; N/A ; 1.00;SI;;
9014 ; 19 ; 18 ; N/A ; 0.63;NO;;
